7.6,29.0,33.0,0.59
6.8,30.5,26.0,0.2
   7.74,28.8,177.0,1.59
7.74,28.22,12.55,1.13
7.2,28.8,23.0,23.0
7.2,28.8,1.77,1.59
5.82,28.0,38.4,0.3
6.32,28.0,21.0,0.6
8.34,29.0,19.9,8.6
7.33,30.8,54.8,1.71
5.52,29.0,22.6,0.59
7.2,22.0,16.9,3.5
7.33,30.8,54.8,1.71
